gene_names;protein_names;ksmbr_number;kust_number;accession_number
mobB;similar to molybdopterin-guanine dinucleotide biosynthesis protein B;KSMBR1_2963;kustc1219;A0A2C9CI95
rfbE_3;similar to perosamine synthetase;KSMBR1_1989;;A0A2C9CI96
KSMBR1_2995;Polymer-forming cytoskeletal;KSMBR1_2995;kustc1256;A0A2C9CI97
KSMBR1_2920;hypothetical tetraheme cytochrome c protein;KSMBR1_2920;kustc1170;A0A2C9CI99
KSMBR1_3142;hypothetical protein;KSMBR1_3142;kustb0126;A0A2C9CIA0
KSMBR1_2929;hypothetical protein;KSMBR1_2929;kustc1180;A0A2C9CIA1
KSMBR1_2935;hypothetical protein;KSMBR1_2935;kustc1187;A0A2C9CIA2
KSMBR1_2894;hypothetical protein;KSMBR1_2894;kusta0008;A0A2C9CIA3
KSMBR1_2894;hypothetical protein;KSMBR1_2894;kustc1136;A0A2C9CIA3
KSMBR1_2894;hypothetical protein;KSMBR1_2894;kustd1742;A0A2C9CIA3
KSMBR1_2894;hypothetical protein;KSMBR1_2894;kustd2234;A0A2C9CIA3
KSMBR1_2894;hypothetical protein;KSMBR1_2894;kuste3310;A0A2C9CIA3
KSMBR1_2894;hypothetical protein;KSMBR1_2894;kuste3614;A0A2C9CIA3
KSMBR1_2894;hypothetical protein;KSMBR1_2894;kuste4559;A0A2C9CIA3
KSMBR1_3005;putative orf;KSMBR1_3005;;A0A2C9CIA5
recQ;strongly similar to ATP-dependent D0 helicase;KSMBR1_2973;kustc1231;A0A2C9CIA6
KSMBR1_2857;hypothetical protein;KSMBR1_2857;;A0A2C9CIA8
metK_1;strongly similar to S-adenosylmethionine synthetase;KSMBR1_2930;kustc1181;A0A2C9CIB2
KSMBR1_2904;hypothetical protein;KSMBR1_2904;kustc1152;A0A2C9CIB3
KSMBR1_3162;hypothetical protein;KSMBR1_3162;kustb0148;A0A2C9CIB4
rplR;strongly similar to 50S ribosomal protein L18;KSMBR1_2821;kuste2980;A0A2C9CIB7
KSMBR1_2951;hypothetical protein;KSMBR1_2951;kustc1203;A0A2C9CIB8
gcp;Strongly similar to O-sialoglycoprotein endopeptidase;KSMBR1_2945;kustc1199;A0A2C9CIB9
KSMBR1_2867;hypothetical protein;KSMBR1_2867;;A0A2C9CIC0
trkH;similar to potassium uptake system protein TrkH;KSMBR1_2019;kustc0301;A0A2C9CIC5
KSMBR1_2914;hypothetical protein;KSMBR1_2914;;A0A2C9CIC7
rpsD;strongly similar to 30S ribosomal protein S4;KSMBR1_2831;kuste2990;A0A2C9CID0
KSMBR1_3182;hypothetical protein;KSMBR1_3182;kustb0173;A0A2C9CID1
argD;strongly similar to acetylornithine aminotransferase;KSMBR1_2877;kustc1101;A0A2C9CID2
gpgS_2;Glucosyl-3-phosphoglycerate synthase;KSMBR1_2962;kustc1218;A0A2C9CID7
KSMBR1_3003;strongly similar to N-acetylmuramoyl-L-alanine amidase (T7 lysozyme);KSMBR1_3003;;A0A2C9CID9
waaE_3;similar to glycosyltransferase fused to TPR-repeat domain protein;KSMBR1_3056;kusta0058;A0A2C9CIE0
leuDH;strongly similar to leucine dehydroge0se;KSMBR1_2971;kustc1228;A0A2C9CIE1
KSMBR1_3192;hypothetical protein;KSMBR1_3192;kustb0186;A0A2C9CIE2
acsA_1;AMP-forming acetyl-CoA synthetase;KSMBR1_2887;kustc1128;A0A2C9CIE3
KSMBR1_2967;hypothetical protein;KSMBR1_2967;kustc1225;A0A2C9CIE4
KSMBR1_2967;hypothetical protein;KSMBR1_2967;kustd1784;A0A2C9CIE4
KSMBR1_2967;hypothetical protein;KSMBR1_2967;kuste2655;A0A2C9CIE4
KSMBR1_2967;hypothetical protein;KSMBR1_2967;kuste3911;A0A2C9CIE4
KSMBR1_2967;hypothetical protein;KSMBR1_2967;kuste4343;A0A2C9CIE4
KSMBR1_3939;hypothetical protein;KSMBR1_3939;kustc1225;A0A2C9CIE4
KSMBR1_3939;hypothetical protein;KSMBR1_3939;kustd1784;A0A2C9CIE4
KSMBR1_3939;hypothetical protein;KSMBR1_3939;kuste2655;A0A2C9CIE4
KSMBR1_3939;hypothetical protein;KSMBR1_3939;kuste3911;A0A2C9CIE4
KSMBR1_3939;hypothetical protein;KSMBR1_3939;kuste4343;A0A2C9CIE4
KSMBR1_4029;hypothetical protein;KSMBR1_4029;kustc1225;A0A2C9CIE4
KSMBR1_4029;hypothetical protein;KSMBR1_4029;kustd1784;A0A2C9CIE4
KSMBR1_4029;hypothetical protein;KSMBR1_4029;kuste2655;A0A2C9CIE4
KSMBR1_4029;hypothetical protein;KSMBR1_4029;kuste3911;A0A2C9CIE4
KSMBR1_4029;hypothetical protein;KSMBR1_4029;kuste4343;A0A2C9CIE4
KSMBR1_2039;hypothetical protein;KSMBR1_2039;;A0A2C9CIE5
KSMBR1_2852;hypothetical protein;KSMBR1_2852;kustc1075;A0A2C9CIE6
tfdD;similar to chloromuco0te cycloisomerase;KSMBR1_3013;kusta0014;A0A2C9CIE7
ScrC;similar to ScrC (sensory box/GGDEF family protein);KSMBR1_3066;kusta0070;A0A2C9CIE9
KSMBR1_2897;hypothetical protein;KSMBR1_2897;kustc1144;A0A2C9CIF1
KSMBR1_2049;Transposase IS200 like protein;KSMBR1_2049;;A0A2C9CIF4
KSMBR1_2972;hypothetical protein;KSMBR1_2972;kustc1230;A0A2C9CIF5
KSMBR1_2862;hypothetical protein;KSMBR1_2862;;A0A2C9CIF6
KSMBR1_2907;hypothetical protein;KSMBR1_2907;kustc0288;A0A2C9CIF9
KSMBR1_2907;hypothetical protein;KSMBR1_2907;kustd1911;A0A2C9CIF9
KSMBR1_2907;hypothetical protein;KSMBR1_2907;kuste2750;A0A2C9CIF9
KSMBR1_2907;hypothetical protein;KSMBR1_2907;kuste3037;A0A2C9CIF9
KSMBR1_2907;hypothetical protein;KSMBR1_2907;kuste3354;A0A2C9CIF9
KSMBR1_2907;hypothetical protein;KSMBR1_2907;kuste3845;A0A2C9CIF9
KSMBR1_2907;hypothetical protein;KSMBR1_2907;kuste4366;A0A2C9CIF9
KSMBR1_2991;hypothetical protein;KSMBR1_2991;kustc1252;A0A2C9CIG2
coaD;strongly similar to phosphopantetheine adenylyltransferase (PPAT);KSMBR1_2060;kustc0350;A0A2C9CIG3
KSMBR1_2872;hypothetical protein;KSMBR1_2872;;A0A2C9CIG4
cheA;similar to chemotaxis histidine ki0se;KSMBR1_2982;kustc1241;A0A2C9CIG6
KSMBR1_2956;hypothetical protein;KSMBR1_2956;kustc1209;A0A2C9CIG7
LpxA;similar to UDP-N-acetylglucosamine acetyltransferase;KSMBR1_3034;kusta0037;A0A2C9CIG8
KSMBR1_2917;hypothetical protein;KSMBR1_2917;;A0A2C9CIH1
KSMBR1_3001;hypothetical protein;KSMBR1_3001;;A0A2C9CIH2
KSMBR1_2882;hypothetical protein;KSMBR1_2882;kustc1050;A0A2C9CIH3
KSMBR1_2882;hypothetical protein;KSMBR1_2882;kuste4355;A0A2C9CIH3
KSMBR1_2966;hypothetical protein;KSMBR1_2966;kustc1224;A0A2C9CIH8
KSMBR1_2997;hypothetical protein;KSMBR1_2997;;A0A2C9CII0
KSMBR1_3232;hypothetical protein;KSMBR1_3232;kustb0227;A0A2C9CII1
KSMBR1_2080;similar to two-component sensor histidine ki0se;KSMBR1_2080;kustc0373;A0A2C9CII5
KSMBR1_2937;hypothetical protein;KSMBR1_2937;kustc1189;A0A2C9CII6
KSMBR1_3007;hypothetical iron sulfur protein;KSMBR1_3007;kusta0002;A0A2C9CII7
KSMBR1_3002;hypothetical protein;KSMBR1_3002;;A0A2C9CII8
htrA_3;strongly similar to serine protease;KSMBR1_2976;kustc1234;A0A2C9CIJ0
KSMBR1_3242;hypothetical protein;KSMBR1_3242;kustb0243;A0A2C9CIJ1
KSMBR1_2902;hypothetical protein;KSMBR1_2902;;A0A2C9CIJ3
KSMBR1_2090;hypothetical protein;KSMBR1_2090;;A0A2C9CIJ5
KSMBR1_3064;hypothetical protein;KSMBR1_3064;kusta0068;A0A2C9CIJ9
KSMBR1_3032;Outer membrane protein (OmpH-like);KSMBR1_3032;kusta0034;A0A2C9CIK3
KSMBR1_3127;hypothetical protein;KSMBR1_3127;;A0A2C9CIK6
KSMBR1_2996;hypothetical protein;KSMBR1_2996;kustc1257;A0A2C9CIL1
KSMBR1_3137;similar to glycosyl transferase family 1;KSMBR1_3137;kustb0121;A0A2C9CIL5
KSMBR1_2110;hypothetical protein;KSMBR1_2110;kustc0408;A0A2C9CIL6
LpxC;similar to UDP-3-O-acyl-N-acetylglucosamine deacetylase;KSMBR1_3033;kusta0035;A0A2C9CIL7
KSMBR1_3084;small soluble cyt c;KSMBR1_3084;kusta0089;A0A2C9CIL8
KSMBR1_3272;"similar to type IIS restriction/modification enzyme; site-specific D0 methyltransferase (adenine specific)";KSMBR1_3272;kuste2272;A0A2C9CIL9
KSMBR1_3052;hypothetical protein;KSMBR1_3052;;A0A2C9CIM3
KSMBR1_3147;Nucleotidyltransferase domain protein;KSMBR1_3147;kustb0131;A0A2C9CIM5
KSMBR1_3094;hypothetical protein;KSMBR1_3094;kusta0104;A0A2C9CIM6
KSMBR1_2120;hypothetical protein;KSMBR1_2120;kustc0418;A0A2C9CIM7
KSMBR1_2942;hypothetical protein;KSMBR1_2942;kustc1195;A0A2C9CIN1
KSMBR1_3062;hypothetical protein;KSMBR1_3062;kusta0065;A0A2C9CIN2
KSMBR1_2954;hypothetical protein;KSMBR1_2954;kustc1207;A0A2C9CIN6
KSMBR1_3053;hypothetical protein;KSMBR1_3053;kusta0055;A0A2C9CIN7
KSMBR1_3104;hypothetical protein;KSMBR1_3104;;A0A2C9CIN8
uvrA_2;strongly similar to excinuclease ABC subunit A;KSMBR1_3292;kuste2299;A0A2C9CIN9
flgE_2;similar to flagellar hook protein;KSMBR1_3157;kustb0144;A0A2C9CIP1
NifA;similar to response regulatory protein;KSMBR1_3058;kusta0061;A0A2C9CIP3
KSMBR1_2999;similar to two-component sensor histidine ki0se;KSMBR1_2999;kustc1259;A0A2C9CIP5
KSMBR1_3063;hypothetical protein;KSMBR1_3063;kusta0067;A0A2C9CIQ0
d0N;similar to D0 polymerase III beta subunit;KSMBR1_2150;kustc0441;A0A2C9CIQ4
KSMBR1_2974;hypothetical protein;KSMBR1_2974;kustc1232;A0A2C9CIQ5
KSMBR1_3125;hypothetical protein;KSMBR1_3125;;A0A2C9CIQ6
KSMBR1_3047;3-deoxy-D-manno-octulosonic-acid ki0se;KSMBR1_3047;kusta0049;A0A2C9CIQ8
KSMBR1_3092;putative orf;KSMBR1_3092;kusta0102;A0A2C9CIR1
ndk_2;strongly similar to nucleoside diphosphate ki0se;KSMBR1_3078;kusta0082;A0A2C9CIR3
mcp;strongly similar to Methyl-accepting chemotaxis protein;KSMBR1_2984;kustc1243;A0A2C9CIR5
fliC;similar to flagellar filament 31K core protein FlaB3;KSMBR1_3057;kusta0060;A0A2C9CIR6
KSMBR1_3135;hypothetical protein;KSMBR1_3135;kustb0119;A0A2C9CIR8
phoA;similar to alkaline phosphatase PhoA;KSMBR1_3019;kusta0021;A0A2C9CIS1
thrC;strongly similar to threonine synthase;KSMBR1_3187;kustb0178;A0A2C9CIS2
KSMBR1_3145;similar to glycosyl transferase family 1;KSMBR1_3145;kustb0129;A0A2C9CIS6
KSMBR1_3067;hypothetical protein;KSMBR1_3067;kusta0071;A0A2C9CIS7
KSMBR1_2994;Polymer-forming cytoskeletal;KSMBR1_2994;;A0A2C9CIS8
KSMBR1_3333;hypothetical protein;KSMBR1_3333;;A0A2C9CIT1
KSMBR1_3197;hypothetical protein;KSMBR1_3197;;A0A2C9CIT2
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kustb0235;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste2619;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste2653;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste3249;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste3618;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste3624;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste4065;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste4485;A0A2C9CIT5
KSMBR1_3122;Hypothetical Protein;KSMBR1_3122;kuste4579;A0A2C9CIT5
KSMBR1_3343;hypothetical protein;KSMBR1_3343;;A0A2C9CIU1
KSMBR1_3108;hypothetical protein;KSMBR1_3108;kusta0109;A0A2C9CIU3
KSMBR1_3108;hypothetical protein;KSMBR1_3108;kustc0589;A0A2C9CIU3
KSMBR1_3108;hypothetical protein;KSMBR1_3108;kuste2632;A0A2C9CIU3
KSMBR1_3108;hypothetical protein;KSMBR1_3108;kuste2754;A0A2C9CIU3
KSMBR1_3108;hypothetical protein;KSMBR1_3108;kuste2761;A0A2C9CIU3
KSMBR1_2190;similar to D0 polymerase III clamp loader small subunit;KSMBR1_2190;kustc0488;A0A2C9CIU4
moeA_2;similar to molybdenum cofactor biosynthesis protein A;KSMBR1_3165;kustb0152;A0A2C9CIU5
sumf1;similar to sulfatase modifying factor 1 (C-alpha-formylglycine-generating enzyme);KSMBR1_3014;kusta0015;A0A2C9CIU9
FliD;similar to flagellar protein;KSMBR1_3050;kusta0054;A0A2C9CIV0
KSMBR1_3353;hypothetical protein;KSMBR1_3353;kuste2377;A0A2C9CIV1
KSMBR1_3217;hypothetical protein;KSMBR1_3217;kustb0209;A0A2C9CIV2
Pth;similar to peptidyl-tR0 hydrolase;KSMBR1_3025;kusta0027;A0A2C9CIV9
petB_2;similar to cytochrome b6;KSMBR1_3227;kustb0222;A0A2C9CIW2
KSMBR1_3185;hypothetical protein;KSMBR1_3185;;A0A2C9CIW4
KSMBR1_2210;hypothetical protein;KSMBR1_2210;;A0A2C9CIW5
KSMBR1_3134;hypothetical protein;KSMBR1_3134;;A0A2C9CIW9
KSMBR1_3237;hypothetical protein;KSMBR1_3237;kustb0233;A0A2C9CIX2
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kustc0922;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kustc0994;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kustc1065;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kustc1114;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kustc1200;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kustd1285;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kustd1658;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kuste2610;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kuste2752;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kuste3151;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kuste3916;A0A2C9CIX4
KSMBR1_3117;hypothetical protein;KSMBR1_3117;kuste4215;A0A2C9CIX4
acdB;strongly similar to acetate-CoA ligase (ADP-forming) subunit beta;KSMBR1_3045;;A0A2C9CIX7
proS;strongly similar to prolyl-tR0 synthetase;KSMBR1_3080;kusta0084;A0A2C9CIY0
carE;similar to 4''-mycarosylisovaleryl-CoA transferase;KSMBR1_3247;kustb0250;A0A2C9CIY2
KSMBR1_3205;hypothetical protein;KSMBR1_3205;kustb0197;A0A2C9CIY3
KSMBR1_3128;hypothetical protein;KSMBR1_3128;;A0A2C9CIY4
flgE_1;strongly similar to flagellar hook protein;KSMBR1_3154;kustb0139;A0A2C9CIY6
KSMBR1_3055;flagellar protein FlaG;KSMBR1_3055;kusta0057;A0A2C9CIY7
fliK;similar to flagellar hook-length control protein;KSMBR1_3159;kustb0146;A0A2C9CIY9
papS;similar to poly(A) polymerase;KSMBR1_3257;kuste2249;A0A2C9CIZ0
KSMBR1_3138;similar to glycosyl transferase family 2;KSMBR1_3138;kustb0122;A0A2C9CIZ3
KSMBR1_2242;similar to cytochrome c6;KSMBR1_2242;;A0A2C9CIZ4
KSMBR1_3267;hypothetical protein;KSMBR1_3267;kuste2263;A0A2C9CIZ7
KSMBR1_3065;PilZ domain protein;KSMBR1_3065;kusta0069;A0A2C9CIZ9
KSMBR1_3169;hypothetical protein;KSMBR1_3169;kustb0157;A0A2C9CJ00
KSMBR1_3225;strongly similar to UDP-glucose/GDP-mannose dehydroge0se enzyme family protein;KSMBR1_3225;kustb0219;A0A2C9CJ05
KSMBR1_3405;hypothetical protein;KSMBR1_3405;;A0A2C9CJ07
KSMBR1_3235;hypothetical protein;KSMBR1_3235;kustb0230;A0A2C9CJ15
KSMBR1_3415;hypothetical protein;KSMBR1_3415;;A0A2C9CJ17
KSMBR1_3184;Nucleotidyltransferase domain protein;KSMBR1_3184;kustb0175;A0A2C9CJ19
KSMBR1_2272;hypothetical protein;KSMBR1_2272;kustc0595;A0A2C9CJ23
KSMBR1_3425;hypothetical c554 cytochrome protein;KSMBR1_3425;kuste2461;A0A2C9CJ25
KSMBR1_3095;hypothetical protein;KSMBR1_3095;kustc1050;A0A2C9CJ27
KSMBR1_3095;hypothetical protein;KSMBR1_3095;kuste4355;A0A2C9CJ27
KSMBR1_3297;hypothetical protein;KSMBR1_3297;kuste2305;A0A2C9CJ30
KSMBR1_3131;hypothetical protein;KSMBR1_3131;kustb0115;A0A2C9CJ31
KSMBR1_3199;hypothetical protein;KSMBR1_3199;kustb0193;A0A2C9CJ32
KSMBR1_2282;hypothetical protein;KSMBR1_2282;kustc0603;A0A2C9CJ33
tnpA_15;similar to transposase;KSMBR1_3105;kustb0253;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kustc0800;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kustc0953;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kustc1163;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kustd2001;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste2266;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste2422;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste2508;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste2547;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste2778;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste2948;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste3077;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste3295;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste3448;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste3536;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste3545;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste3644;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste3659;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste4066;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste4604;A0A2C9CJ36
tnpA_15;similar to transposase;KSMBR1_3105;kuste4648;A0A2C9CJ36
KSMBR1_3255;putative orf;KSMBR1_3255;kuste2245;A0A2C9CJ37
KSMBR1_2292;hypothetical protein;KSMBR1_2292;;A0A2C9CJ40
pdh;strongly similar to 2-oxoglutarate dehydroge0se (lipoamide) E1-beta chain;KSMBR1_3307;kuste2317;A0A2C9CJ43
KSMBR1_3188;hypothetical protein;KSMBR1_3188;kustb0181;A0A2C9CJ44
KSMBR1_2302;hypothetical protein;KSMBR1_2302;;A0A2C9CJ49
flgH;strongly similar to flagellar L-ring protein;KSMBR1_3151;kustb0136;A0A2C9CJ51
KSMBR1_3455;hypothetical protein;KSMBR1_3455;kuste3580;A0A2C9CJ55
KSMBR1_3126;hypothetical protein;KSMBR1_3126;kuste2863;A0A2C9CJ56
KSMBR1_3126;hypothetical protein;KSMBR1_3126;kuste2895;A0A2C9CJ56
KSMBR1_3126;hypothetical protein;KSMBR1_3126;kuste3620;A0A2C9CJ56
KSMBR1_3126;hypothetical protein;KSMBR1_3126;kuste3657;A0A2C9CJ56
KSMBR1_3126;hypothetical protein;KSMBR1_3126;kuste3701;A0A2C9CJ56
KSMBR1_3126;hypothetical protein;KSMBR1_3126;kuste4642;A0A2C9CJ56
KSMBR1_3275;hypothetical protein;KSMBR1_3275;kuste2275;A0A2C9CJ58
KSMBR1_2312;hypothetical protein;KSMBR1_2312;;A0A2C9CJ60
KSMBR1_3161;hypothetical protein;KSMBR1_3161;kustb0147;A0A2C9CJ62
ulaE;L-ribulose-5-phosphate 3-epimerase UlaE;KSMBR1_2322;;A0A2C9CJ70
KSMBR1_3338;VanZ like family protein;KSMBR1_3338;kuste2360;A0A2C9CJ72
KSMBR1_3239;Ribbon-helix-helix protein, copG family;KSMBR1_3239;;A0A2C9CJ74
KSMBR1_3295;putative major pilin subunit;KSMBR1_3295;kuste2302;A0A2C9CJ77
KSMBR1_2332;hypothetical protein;KSMBR1_2332;;A0A2C9CJ80
metK_2;strongly similar to S-adenosylmethionine synthetase;KSMBR1_3181;kustb0172;A0A2C9CJ81
queA;strongly similar to S-adenosylmethionine-tR0 ribosyltransferase-isomerase;KSMBR1_3348;kuste2372;A0A2C9CJ82
KSMBR1_3485;hypothetical protein;KSMBR1_3485;;A0A2C9CJ83
KSMBR1_3249;hypothetical protein;KSMBR1_3249;;A0A2C9CJ84
KSMBR1_3156;hypothetical protein;KSMBR1_3156;kustb0142;A0A2C9CJ86
KSMBR1_2342;hypothetical protein;KSMBR1_2342;;A0A2C9CJ89
KSMBR1_3254;Acetyltransferase (G0T) family protein;KSMBR1_3254;kuste2244;A0A2C9CJ90
KSMBR1_3191;hypothetical protein;KSMBR1_3191;;A0A2C9CJ91
KSMBR1_3358;hypothetical protein;KSMBR1_3358;;A0A2C9CJ93
KSMBR1_3259;hypothetical protein;KSMBR1_3259;kuste2252;A0A2C9CJ94
KSMBR1_3238;hypothetical protein;KSMBR1_3238;;A0A2C9CJ96
KSMBR1_3283;hypothetical protein;KSMBR1_3283;kuste2285;A0A2C9CJ98
atpE;V-type proton ATPase subunit E;KSMBR1_3505;kuste3864;A0A2C9CJA0
KSMBR1_3269;hypothetical protein;KSMBR1_3269;kuste2268;A0A2C9CJA2
purM;strongly similar to phosphoribosylformylglyci0midine cyclo-ligase;KSMBR1_3176;kustb0165;A0A2C9CJA3
KSMBR1_3326;hypothetical protein;KSMBR1_3326;kuste2346;A0A2C9CJA4
KSMBR1_3248;hypothetical protein;KSMBR1_3248;kustb0251;A0A2C9CJA5
sdhC;similar to succi0te dehydroge0se subunit C;KSMBR1_2358;kustc0681;A0A2C9CJA6
epsE;strongly similar to general secretion pathway protein E;KSMBR1_3293;kuste2300;A0A2C9CJA8
envZ;similar to histidine ki0se;KSMBR1_3274;kuste2274;A0A2C9CJB1
KSMBR1_3279;hypothetical outermembrane protein;KSMBR1_3279;kuste2280;A0A2C9CJB2
KSMBR1_3186;hypothetical protein;KSMBR1_3186;kustb0176;A0A2C9CJB4
hdh;hydrazine dehydroge0se;KSMBR1_2369;kustc0694;A0A2C9CJB5
hdh;hydrazine dehydroge0se;KSMBR1_2369;kustd1340;A0A2C9CJB5
KSMBR1_3258;hypothetical protein;KSMBR1_3258;kuste2250;A0A2C9CJB6
KSMBR1_3284;hypothetical protein;KSMBR1_3284;kuste2288;A0A2C9CJC1
rssB;Regulator of RpoS;KSMBR1_3346;;A0A2C9CJC3
KSMBR1_3196;putative orf;KSMBR1_3196;kustc0424;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kustc0601;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kustc0739;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kustc1074;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kustc1113;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kustd1656;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kustd2239;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kuste2615;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kuste3230;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kuste3355;A0A2C9CJC4
KSMBR1_3196;putative orf;KSMBR1_3196;kuste3697;A0A2C9CJC4
pgpA;similar to phosphatidylglycerophosphatase;KSMBR1_3268;kuste2265;A0A2C9CJC5
glcD;similar to glycolate oxidase subunit GlcD;KSMBR1_2379;kustc0709;A0A2C9CJC6
KSMBR1_3231;MMPL family protein;KSMBR1_3231;kustb0226;A0A2C9CJC7
fdhA_2;similar to molybdopterin containing oxidoreductase (FdhA, nuoG, 0pA);KSMBR1_3390;kustd1550;A0A2C9CJD0
fdhA_2;similar to molybdopterin containing oxidoreductase (FdhA, nuoG, 0pA);KSMBR1_3390;kuste2423;A0A2C9CJD0
0rK_1;similar to nitrite extrusion protein 0rK;KSMBR1_3299;kuste2308;A0A2C9CJD2
mraY;strongly similar to phospho-N-acetylmuramoyl-pentapeptide transferase;KSMBR1_3356;kuste2380;A0A2C9CJD3
KSMBR1_3206;hypothetical protein;KSMBR1_3206;;A0A2C9CJD4
thiS;similar to thiS (Thiamine biosynthesis);KSMBR1_2389;kustc0723;A0A2C9CJD5
acrA_4;similar to AcrA family multidrug efflux protein;KSMBR1_3278;kuste2279;A0A2C9CJD6
KSMBR1_3323;hypothetical protein;KSMBR1_3323;;A0A2C9CJE0
KSMBR1_3309;hypothetical protein;KSMBR1_3309;kuste2319;A0A2C9CJE2
KSMBR1_3216;hypothetical protein;KSMBR1_3216;kustb0208;A0A2C9CJE3
ilvN;strongly similar to acetolactate synthase regulatory subunit;KSMBR1_2399;;A0A2C9CJE4
KSMBR1_3288;hypothetical protein;KSMBR1_3288;;A0A2C9CJE5
KSMBR1_3410;hypothetical protein;KSMBR1_3410;;A0A2C9CJE7
xpsK;similar to general secretory pathway protein K;KSMBR1_3367;kuste2392;A0A2C9CJF0
KSMBR1_2409;hypothetical protein;KSMBR1_2409;;A0A2C9CJF3
KSMBR1_3566;hypothetical protein;KSMBR1_3566;;A0A2C9CJF7
KSMBR1_3344;hypothetical protein;KSMBR1_3344;kuste2369;A0A2C9CJF8
KSMBR1_3261;hypothetical protein;KSMBR1_3261;kuste2254;A0A2C9CJF9
KSMBR1_2420;hypothetical protein;KSMBR1_2420;kustc0759;A0A2C9CJG2
sucB;similar to 2-oxoglutarate dehydroge0se complex E2 component;KSMBR1_3308;kuste2318;A0A2C9CJG4
KSMBR1_3236;hypothetical protein;KSMBR1_3236;kustb0231;A0A2C9CJG5
glgC_2;strongly similar to glucose-1-phosphate adenylyltransferase;KSMBR1_3430;kuste2466;A0A2C9CJG7
KSMBR1_3335;hypothetical protein;KSMBR1_3335;kuste2355;A0A2C9CJH3
guaB;strongly similar to inosine-5'-monophosphate dehydroge0se;KSMBR1_3246;kustb0249;A0A2C9CJH4
KSMBR1_3586;hypothetical protein;KSMBR1_3586;;A0A2C9CJH6
KSMBR1_2440;hypothetical protein;KSMBR1_2440;kustc0781;A0A2C9CJI0
KSMBR1_3345;hypothetical protein;KSMBR1_3345;kuste2370;A0A2C9CJI3
copA_3;strongly similar to copper-transporting ATPase;KSMBR1_3256;kuste2247;A0A2C9CJI5
